name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Hyundai Elite i20 Magna Plus BSIV,2019,630000,5000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117nm@ 4000rpm,5.0
Hyundai Grand i10 1.2 CRDi Sportz,2018,540000,30000,Diesel,Individual,Manual,First Owner,24.0,1186,73.97,190.24nm@ 1750-2250rpm,5.0
Hyundai Creta 1.6 CRDi AT SX Plus,2018,1150000,44000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,259.9Nm@ 1900-2750rpm,5.0
Maruti Alto 800 LXI,2020,350000,5000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,69Nm@ 3500rpm,5.0
Hyundai Elite i20 Petrol Asta Option,2019,690000,18000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,114.73nm@ 4000rpm,5.0
Maruti Swift AMT ZXI,2019,650000,33000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Hyundai Xcent 1.2 VTVT E,2020,360000,65000,Petrol,Individual,Manual,Second Owner,20.14,1197,81.86,113.75nm@ 4000rpm,5.0
Maruti Swift AMT ZDI,2019,740000,38000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.0,190Nm@ 2000rpm,5.0
Honda Amaze S i-VTEC,2019,690000,1303,Petrol,Dealer,Manual,First Owner,17.8,1198,86.7,109Nm@ 4500rpm,5.0
Audi Q5 35TDI Premium Plus,2018,3975000,31800,Diesel,Dealer,Automatic,First Owner,17.01,1968,188.0,400nm@ 1750-3000rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Land Rover Discovery Sport TD4 SE,2019,4500000,21000,Diesel,Dealer,Automatic,First Owner,12.83,1999,148.31,382nm@ 1750-2250rpm,7.0
BMW 5 Series 520d Sport Line,2018,3790000,29500,Diesel,Dealer,Automatic,First Owner,22.48,1995,187.74,400Nm@ 1750-2500rpm,5.0
Skoda Superb LK 1.8 TSI AT,2018,1864999,50000,Petrol,Dealer,Automatic,First Owner,14.67,1798,177.46,250@ 1250-5000rpm,5.0
Volvo XC40 D4 R-Design,2018,3400000,22000,Diesel,Dealer,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Hyundai i20 1.4 Sportz,2018,780000,35000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5.0
Maruti Gypsy King Soft Top MPI BSIV,2019,750000,9900,Petrol,Individual,Manual,First Owner,11.96,1298,80.0,103Nm@ 4500rpm,8.0
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2019,640000,10000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Mahindra XUV300 W8 Option Dual Tone Diesel BSIV,2019,1225000,6544,Diesel,Individual,Manual,First Owner,20.0,1497,115.0,300Nm@ 1500-2500rpm,5.0
Mahindra XUV500 W7 BSIV,2018,1100000,50000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,360Nm@ 1750-2800rpm,7.0
Maruti Baleno Delta Automatic,2019,685000,19000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0
Maruti Eeco CNG 5 Seater AC BSIV,2020,399000,5000,CNG,Individual,Manual,First Owner,21.94,1196,61.7,85Nm@ 3000rpm,5.0
Tata Tigor 1.2 Revotron XT,2018,450000,35000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114Nm@ 3500rpm,5.0
Renault Triber RXT BSIV,2019,600000,5000,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96Nm@ 3500rpm,7.0
Tata Nexon 1.2 Revotron XZ Plus,2018,790000,15000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5.0
Hyundai Verna CRDi 1.6 AT SX Plus,2018,1000000,30000,Diesel,Individual,Automatic,First Owner,22.0,1582,126.2,259.87nm@ 1500-3000rpm,5.0
Hyundai Grand i10 Magna AT,2019,625000,4337,Petrol,Dealer,Automatic,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5.0
Volkswagen Polo 2015-2019 1.0 MPI Trendline,2018,560000,14495,Petrol,Dealer,Manual,First Owner,18.78,999,75.0,95Nm@ 3000-4300rpm,5.0
Mahindra XUV500 W9 BSIV,2018,1475000,24000,Diesel,Dealer,Manual,First Owner,15.1,2179,152.87,360Nm@ 1750-2800rpm,7.0
Renault Lodgy 85PS RxE 7 Seater,2018,900000,35000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,200Nm@ 1900rpm,7.0
Maruti Swift VXI 2018,2018,550000,5000,Petrol,Individual,Manual,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift Dzire VXI 1.2,2018,630000,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Tata Harrier XZ Dark Edition BSIV,2019,1630000,25000,Diesel,Individual,Manual,First Owner,17.0,1956,138.1,350Nm@ 1750-2500rpm,5.0
Maruti Omni E MPI STD BS IV,2018,260000,30000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59Nm@ 2500rpm,8.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Tata Zest Quadrajet 1.3 75PS XMS,2018,775000,80000,Diesel,Individual,Manual,First Owner,22.95,1248,74.0,190Nm@ 1750-3000rpm,5.0
Honda WR-V i-VTEC VX,2019,580000,35000,Petrol,Individual,Manual,First Owner,17.5,1199,88.7,110Nm@ 4800rpm,5.0
Honda WR-V i-DTEC VX,2018,1035000,15000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,200Nm@ 1750rpm,5.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,900000,19000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Maruti Ertiga VDI,2018,875000,35000,Diesel,Individual,Manual,Second Owner,25.47,1248,88.5,200Nm@ 1750rpm,7.0
Maruti Alto 800 VXI,2018,310000,10000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5.0
Mahindra Scorpio S3 9 Seater BSIV,2018,1000000,35000,Diesel,Individual,Manual,First Owner,15.4,2523,75.0,200Nm@ 1400-2200rpm,7.0
Renault KWID RXL,2018,350000,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0
Hyundai Elite i20 Magna Plus BSIV,2019,625000,12500,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,117nm@ 4000rpm,5.0
Maruti Swift Dzire VDI,2018,700000,100000,Diesel,Individual,Manual,Second Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Mahindra Thar CRDe,2018,850000,15000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6.0
Maruti Ignis 1.2 AMT Zeta BSIV,2018,620000,15000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Baleno Alpha 1.2,2018,700000,10000,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0
Hyundai Creta 1.6 SX,2018,1200000,27000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,151Nm@ 4850rpm,5.0
Maruti Baleno Zeta Automatic,2018,740000,9000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0
Maruti Ignis 1.2 AMT Zeta BSIV,2019,570000,19000,Petrol,Individual,Automatic,Second Owner,20.89,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Wagon R VXI 1.2,2019,490000,10000,Petrol,Individual,Manual,First Owner,20.52,1197,81.8,113Nm@ 4200rpm,5.0
Mahindra Thar CRDe,2018,850000,15000,Diesel,Individual,Manual,Second Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6.0
Maruti Ignis 1.2 AMT Zeta BSIV,2018,620000,15000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Baleno Alpha 1.2,2018,700000,10000,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0
Ford Figo 1.2P Titanium MT,2019,675000,2789,Petrol,Dealer,Manual,First Owner,18.16,1196,86.8,112Nm@ 4000rpm,5.0
Ford Freestyle Titanium Plus Diesel,2018,700000,35278,Diesel,Dealer,Manual,First Owner,23.8,1499,98.97,215nm@ 1750-2500rpm,5.0
Ford Freestyle Titanium Diesel,2018,795000,2860,Diesel,Dealer,Manual,First Owner,23.8,1499,98.97,215nm@ 1750-2500rpm,5.0
Mahindra KUV 100 G80 K4 Plus,2018,450000,20000,Petrol,Individual,Manual,First Owner,18.15,1198,82.0,115Nm@ 3500-3600rpm,6.0
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,750000,40000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200Nm@ 1750rpm,5.0
Datsun GO T Option,2020,450000,10000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,104Nm@ 4000rpm,5.0
Hyundai i20 Active SX Petrol,2019,650000,10000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,114.73Nm@ 4000rpm,5.0
Maruti Ertiga ZDI Plus,2018,1050000,10000,Diesel,Individual,Manual,First Owner,25.47,1248,88.5,200Nm@ 1750rpm,7.0
Mahindra XUV500 W11 BSIV,2019,1550000,28000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,360Nm@ 1750-2800rpm,7.0
Renault KWID RXL,2019,320000,10000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0
Mahindra XUV500 W11 AT BSIV,2019,1650000,25000,Diesel,Individual,Automatic,Second Owner,15.1,2179,152.87,360Nm@ 1750-2800rpm,7.0
Maruti Alto 800 LXI,2018,310000,30000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5.0
Tata Nexon 1.2 Revotron XM,2018,595000,28000,Petrol,Individual,Manual,Second Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5.0
Maruti Eeco 5 Seater AC BSIV,2019,420000,10000,Petrol,Individual,Manual,First Owner,15.37,1196,73.0,101Nm@ 3000rpm,5.0
Tata Tigor 1.2 Revotron XZ Option,2018,550000,23000,Petrol,Individual,Manual,First Owner,20.3,1199,84.0,114Nm@ 3500rpm,5.0
Maruti Swift VDI,2019,630000,15000,Diesel,Individual,Manual,Second Owner,28.4,1248,74.0,190Nm@ 2000rpm,5.0
Mahindra TUV 300 Plus P4 BSIV,2018,850000,20000,Diesel,Individual,Manual,First Owner,18.49,2179,120.0,280Nm@ 1800-2800rpm,9.0
Maruti Swift VXI,2019,550000,40000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Renault KWID 1.0 RXT BSIV,2019,220000,90000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91Nm@ 4250rpm,5.0
Tata Tiago 1.2 Revotron XT,2018,350000,50000,Petrol,Individual,Manual,First Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0
Maruti Alto 800 VXI,2020,250999,30000,Petrol,Individual,Manual,First Owner,22.05,796,47.3,69Nm@ 3500rpm,5.0
Maruti Swift VDI,2018,630000,46000,Diesel,Individual,Manual,First Owner,28.4,1248,74.0,190Nm@ 2000rpm,5.0
Mahindra Supro LX 8 Str,2018,400000,50000,Diesel,Individual,Manual,First Owner,23.5,909,45.0,98Nm@ 1600-3000rpm,8.0
Maruti Ciaz 1.4 Alpha,2018,764000,25000,Petrol,Individual,Manual,First Owner,20.73,1373,91.1,130Nm@ 4000rpm,5.0
Mahindra Bolero 2011-2019 SLE,2019,710000,30000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7.0
Tata Hexa XT,2018,1575000,30000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,400Nm@ 1750-2500rpm,7.0
Force One SX ABS 7 Seating,2018,1050000,13000,Diesel,Individual,Manual,First Owner,17.0,2200,139.01,321Nm@ 1600-2400rpm,7.0
Maruti XL6 Alpha,2019,1000000,15000,Petrol,Individual,Manual,First Owner,19.01,1462,103.2,138nm@ 4400rpm,6.0
Honda Amaze i-VTEC Privilege Edition,2018,635000,40000,Petrol,Individual,Manual,First Owner,17.8,1198,86.7,109Nm@ 4500rpm,5.0
Mahindra Scorpio S11 4WD BSIV,2020,1500000,50000,Diesel,Individual,Manual,First Owner,16.36,2179,140.0,320Nm@ 1500-2800rpm,7.0
Hyundai Elite i20 Diesel Sportz,2019,700000,60000,Diesel,Individual,Manual,First Owner,22.54,1396,88.76,219.66nm@ 1500-2750rpm,5.0
Hyundai Grand i10 1.2 Kappa Magna AT,2019,550000,15000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Volkswagen Ameo 1.5 TDI Highline Plus,2019,800000,25000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,250Nm@ 1500-3000rpm,5.0
Mahindra Scorpio S11 BSIV,2018,1500000,40000,Diesel,Individual,Manual,First Owner,16.36,2179,140.0,320Nm@ 1500-2800rpm,7.0
Hyundai i20 1.4 Asta Option,2018,825000,71500,Diesel,Dealer,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5.0
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000,14200,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112Nm@ 4000rpm,5.0
Hyundai Grand i10 1.2 Kappa Magna AT,2019,567000,7000,Petrol,Individual,Automatic,First Owner,18.9,1197,81.86,113.75nm@ 4000rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Maruti Vitara Brezza VDi AMT,2019,860000,35000,Diesel,Individual,Automatic,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0
Mahindra Bolero 2011-2019 Plus Non AC BSIV PS,2018,530000,20000,Diesel,Individual,Manual,First Owner,15.96,2523,63.0,180Nm@ 1440-1500rpm,9.0
Hyundai EON Sportz,2018,380000,25000,Petrol,Individual,Manual,First Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5.0
Ford EcoSport S Diesel BSIV,2019,1145000,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Hyundai Verna CRDi 1.6 AT SX Option,2018,1150000,49000,Diesel,Individual,Automatic,First Owner,22.0,1582,126.2,259.87nm@ 1500-3000rpm,5.0
Tata Nexon 1.5 Revotorq XM,2018,749000,30000,Diesel,Individual,Manual,First Owner,21.5,1497,108.5,260Nm@ 1500-2750rpm,5.0
Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5.0
Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,850000,90000,Petrol,Individual,Manual,First Owner,17.0,1497,121.36,150Nm@ 4500rpm,5.0
Maruti Wagon R VXI Optional,2018,459999,5000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,90Nm@ 3500rpm,5.0
Tata Nexon 1.2 Revotron XZ Plus,2018,750000,25000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5.0
Mahindra Thar CRDe,2018,875000,25000,Diesel,Individual,Manual,First Owner,16.55,2498,105.0,247Nm@ 1800-2000rpm,6.0
Mahindra Marazzo M8,2019,1460000,5000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,300Nm@ 1750-2500rpm,7.0
Datsun GO T Option BSIV,2018,430000,5000,Petrol,Individual,Manual,Second Owner,20.63,1198,67.0,104Nm@ 4000rpm,5.0
Maruti Ignis 1.2 AMT Delta BSIV,2019,525000,20000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift LXI,2019,500000,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,750000,17000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Tata Zest Revotron 1.2T XMS,2018,459999,35000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5.0
Maruti Swift Dzire AMT VXI,2019,650000,10000,Petrol,Individual,Automatic,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Hyundai Elite i20 Petrol Magna Exective,2019,590000,10000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,114.73nm@ 4000rpm,5.0
Mahindra XUV300 W8 Option BSIV,2019,1000000,22000,Petrol,Individual,Manual,First Owner,17.0,1197,110.0,200Nm@ 2000-3500rpm,5.0
Ford EcoSport 1.5 Diesel Trend BSIV,2019,900000,35000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Honda WR-V i-DTEC VX,2018,900000,30000,Diesel,Individual,Manual,First Owner,25.5,1498,98.6,200Nm@ 1750rpm,5.0
Maruti Swift Dzire VXI 1.2,2018,630000,15000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Volkswagen Ameo 1.5 TDI Comfortline,2018,600000,40000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,250Nm@ 1500-3000rpm,5.0
Maruti Swift Dzire ZXI Plus,2018,795000,41779,Petrol,Dealer,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0
Toyota Corolla Altis 1.8 G,2018,1400000,13534,Petrol,Dealer,Manual,First Owner,14.28,1798,138.03,173Nm@ 4000rpm,5.0
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2019,1925000,43000,Diesel,Dealer,Automatic,First Owner,11.36,2755,171.5,360Nm@ 1200-3400rpm,8.0
Kia Seltos HTX Plus AT D,2020,1900000,5000,Diesel,Dealer,Automatic,First Owner,17.8,1493,113.4,250nm@ 1500-2750rpm,5.0
Maruti Swift ZXI 2018,2018,750000,15000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW 6 Series GT 630d Luxury Line,2018,6000000,28156,Diesel,Dealer,Automatic,First Owner,17.09,2993,261.4,620Nm@ 2000-2500rpm,4.0
Maruti Wagon R AMT VXI Option,2018,509999,8000,Petrol,Individual,Automatic,Second Owner,20.51,998,67.0,90Nm@ 3500rpm,5.0
Honda Jazz V CVT,2018,860000,40000,Petrol,Individual,Automatic,First Owner,18.2,1199,88.7,110Nm@ 4800rpm,5.0
Tata Tiago 1.2 Revotron XZ,2018,480000,45000,Petrol,Individual,Manual,Second Owner,23.84,1199,84.0,114Nm@ 3500rpm,5.0
Hyundai Creta 1.6 SX Option Executive,2018,1405000,15000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,151Nm@ 4850rpm,5.0
Toyota Glanza G CVT,2019,800000,10000,Petrol,Individual,Automatic,First Owner,19.56,1197,81.8,113Nm@ 4200rpm,5.0
Hyundai i20 1.4 Asta Option,2018,850000,50000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5.0
Hyundai Creta 1.6 SX,2018,1200000,27000,Petrol,Individual,Manual,First Owner,15.8,1591,121.3,151Nm@ 4850rpm,5.0
Hyundai Verna VTVT 1.6 SX Option,2018,1000000,10000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,151Nm@ 4850rpm,5.0
Hyundai Santro Sportz BSIV,2019,458000,30000,Petrol,Individual,Manual,First Owner,20.3,1086,68.0,99Nm@ 4500rpm,5.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,950000,20000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Mahindra XUV500 W11 Option BSIV,2018,1500000,60000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,360Nm@ 1750-2800rpm,7.0
Mahindra XUV500 W11 Option BSIV,2018,1500000,60000,Diesel,Individual,Manual,First Owner,15.1,2179,152.87,360Nm@ 1750-2800rpm,7.0
Ford EcoSport 1.5 TDCi Titanium BE BSIV,2018,925000,33360,Diesel,Dealer,Manual,First Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5.0
Mahindra Marazzo M8,2019,1460000,5000,Diesel,Individual,Manual,First Owner,17.3,1497,121.0,300Nm@ 1750-2500rpm,7.0
Isuzu MUX 2WD,2019,2700000,10000,Diesel,Individual,Automatic,First Owner,13.8,2999,174.57,380NM@ 1800-2800rpm,7.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,975000,30000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
Ford Aspire Trend Plus,2018,620000,15000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,120Nm@ 4250rpm,5.0
Nissan Kicks XL BSIV,2019,860000,14317,Petrol,Dealer,Manual,First Owner,14.23,1498,104.55,142Nm@ 4000rpm,5.0
Datsun GO T Option BSIV,2018,430000,5000,Petrol,Individual,Manual,Second Owner,20.63,1198,67.0,104Nm@ 4000rpm,5.0
Honda City i-VTEC CVT ZX,2019,1227000,5000,Petrol,Individual,Automatic,First Owner,18.0,1497,117.6,145Nm@ 4600rpm,5.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,40000,Diesel,Individual,Manual,First Owner,23.0,1498,98.96,205Nm@ 1750-3250rpm,5.0
MG Hector Smart DCT,2019,1700000,16500,Petrol,Dealer,Automatic,First Owner,13.96,1451,141.0,250Nm@ 1600-3600rpm,5.0
Maruti Swift Dzire LDI,2018,650000,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190.0,400Nm@ 1750-2500rpm,5.0
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199,88.76,110Nm@ 4800rpm,5.0
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150.0,350Nm@ 1500-2750rpm,5.0
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487,214.56,202Nm@ 3600-5200rpm,5.0
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969,190.0,400Nm,5.0
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0
